,codecommune,nomcommune
876,02508,MONTHENAULT
877,02509,MONTHIERS
878,02510,MONTHUREL
879,02511,MONTIGNY-EN-ARROUAISE
880,02512,MONTIGNY-L'ALLIER
881,02513,MONTIGNY-LE-FRANC
882,02514,MONTIGNY-LENGRAIN
883,02515,MONTIGNY-LÈS-CONDÉ
884,02516,MONTIGNY-SOUS-MARLE
885,02517,MONTIGNY-SUR-CRÉCY
886,02518,MONTLEVON
887,02519,MONTLOUÉ
888,02520,MONT-NOTRE-DAME
889,02521,MONTREUIL-AUX-LIONS
890,02522,MONT-SAINT-JEAN
891,02523,MONT-SAINT-MARTIN
892,02524,MONT-SAINT-PÈRE
893,02525,MORCOURT
894,02526,MORGNY-EN-THIÉRACHE
895,02527,MORSAIN
896,02528,MORTEFONTAINE
897,02529,MORTIERS
898,02530,MOULINS
899,02531,MOUSSY-VERNEUIL
900,02532,MOY-DE-L'AISNE
901,02533,MURET-ET-CROUTTES
902,02534,MUSCOURT
903,02535,NAMPCELLES-LA-COUR
904,02536,NAMPTEUIL-SOUS-MURET
905,02537,NANTEUIL-LA-FOSSE
906,02538,NANTEUIL-NOTRE-DAME
907,02539,NAUROY
908,02540,NESLES-LA-MONTAGNE
909,02541,NEUFCHÂTEL-SUR-AISNE
910,02542,NEUFLIEUX
911,02543,NEUILLY-SAINT-FRONT
912,02544,NEUVE-MAISON
913,02545,LA NEUVILLE-BOSMONT
914,02546,LA NEUVILLE-EN-BEINE
915,02547,LA NEUVILLE-HOUSSET
916,02548,LA NEUVILLE-LÈS-DORENGT
917,02549,NEUVILLE-SAINT-AMAND
918,02550,NEUVILLE-SUR-AILETTE
919,02551,NEUVILLE-SUR-MARGIVAL
920,02552,NEUVILLETTE
921,02553,NIZY-LE-COMTE
922,02554,NOGENTEL
923,02555,NOGENT-L'ARTAUD
924,02556,NOIRCOURT
925,02557,NOROY-SUR-OURCQ
926,02558,LE NOUVION-EN-THIÉRACHE
927,02559,NOUVION-ET-CATILLON
928,02560,NOUVION-LE-COMTE
929,02561,NOUVION-LE-VINEUX
930,02562,NOUVRON-VINGRÉ
931,02563,NOYALES
932,02564,NOYANT-ET-ACONIN
933,02565,OEUILLY
934,02566,OGNES
935,02567,OHIS
936,02568,OIGNY-EN-VALOIS
937,02569,OISY
938,02570,OLLEZY
939,02571,OMISSY
940,02572,ORAINVILLE
941,02573,ORGEVAL
942,02574,ORIGNY-EN-THIÉRACHE
943,02575,ORIGNY-SAINTE-BENOITE
944,02576,OSLY-COURTIL
945,02577,OSTEL
946,02578,OULCHES-LA-VALLÉE-FOULON
947,02579,OULCHY-LA-VILLE
948,02580,OULCHY-LE-CHÂTEAU
949,02581,PAARS
950,02582,PAISSY
951,02583,PANCY-COURTECON
952,02584,PAPLEUX
953,02585,PARCY-ET-TIGNY
954,02586,PARFONDEVAL
955,02587,PARFONDRU
956,02588,PARGNAN
957,02589,PARGNY-FILAIN
958,02590,PARGNY-LA-DHUYS
959,02591,PARGNY-LES-BOIS
960,02592,PARPEVILLE
961,02593,PASLY
962,02594,PASSY-EN-VALOIS
963,02595,PASSY-SUR-MARNE
964,02596,PAVANT
965,02598,PERNANT
966,02599,PIERREMANDE
967,02600,PIERREPONT
968,02601,PIGNICOURT
969,02602,PINON
970,02604,PITHON
971,02605,PLEINE-SELVE
972,02606,LE PLESSIER-HULEU
973,02607,PLOISY
974,02608,PLOMION
975,02609,PLOYART-ET-VAURSEINE
976,02610,POMMIERS
977,02612,PONT-ARCY
978,02613,PONTAVERT
979,02614,PONTRU
980,02615,PONTRUET
981,02616,PONT-SAINT-MARD
982,02617,POUILLY-SUR-SERRE
983,02618,PRÉMONT
984,02619,PRÉMONTRÉ
985,02620,PRESLES-ET-BOVES
986,02621,PRESLES-ET-THIERNY
987,02622,PRIEZ
988,02623,PRISCES
989,02624,PROISY
990,02625,PROIX
991,02626,PROUVAIS
992,02627,PROVISEUX-ET-PLESNOY
993,02628,PUISEUX-EN-RETZ
994,02629,PUISIEUX-ET-CLANLIEU
995,02631,QUIERZY
996,02632,QUINCY-BASSE
997,02633,QUINCY-SOUS-LE-MONT
998,02634,RAILLIMONT
999,02635,RAMICOURT
1000,02636,REGNY
1001,02637,REMAUCOURT
1002,02638,REMIES
1003,02639,REMIGNY
1004,02640,RENANSART
1005,02641,RENNEVAL
1006,02642,RÉSIGNY
1007,02643,RESSONS-LE-LONG
1008,02644,RETHEUIL
1009,02645,REUILLY-SAUVIGNY
1010,02647,RIBEAUVILLE
1011,02648,RIBEMONT
1012,02649,ROCOURT-SAINT-MARTIN
1013,02650,ROCQUIGNY
1014,02651,ROGÉCOURT
1015,02652,ROGNY
1016,02653,ROMENY-SUR-MARNE
1017,02654,ROMERY
1018,02655,RONCHÈRES
1019,02656,ROUCY
1020,02657,ROUGERIES
1021,02658,ROUPY
1022,02659,ROUVROY
1023,02660,ROUVROY-SUR-SERRE
1024,02661,ROYAUCOURT-ET-CHAILVET
1025,02662,ROZET-SAINT-ALBIN
1026,02663,ROZIÈRES-SUR-CRISE
1027,02664,ROZOY-BELLEVALLE
1028,02665,GRAND-ROZOY
1029,02666,ROZOY-SUR-SERRE
1030,02667,SACONIN-ET-BREUIL
1031,02668,SAINS-RICHAUMONT
1032,02670,SAINT-ALGIS
1033,02671,SAINT-AUBIN
1034,02672,SAINT-BANDRY
1035,02673,SAINT-CHRISTOPHE-À-BERRY
1036,02674,SAINT-CLÉMENT
1037,02675,SAINTE-CROIX
1038,02676,SAINT-ERME-OUTRE-ET-RAMECOURT
1039,02677,SAINT-EUGÈNE
1040,02678,SAINTE-GENEVIÈVE
1041,02679,SAINT-GENGOULPH
1042,02680,SAINT-GOBAIN
1043,02681,SAINT-GOBERT
1044,02682,SAINT-MARD
1045,02683,SAINT-MARTIN-RIVIÈRE
1046,02684,SAINT-MICHEL
1047,02685,SAINT-NICOLAS-AUX-BOIS
1048,02686,SAINT-PAUL-AUX-BOIS
1049,02687,SAINT-PIERRE-AIGLE
1050,02688,SAINT-PIERRE-LÈS-FRANQUEVILLE
1051,02689,SAINT-PIERREMONT
1052,02690,SAINTE-PREUVE
1053,02691,SAINT-QUENTIN
1054,02693,SAINT-RÉMY-BLANZY
1055,02694,SAINT-SIMON
1056,02696,SAINT-THOMAS
1057,02697,SAMOUSSY
1058,02698,SANCY-LES-CHEMINOTS
1059,02699,SAPONAY
1060,02701,SAULCHERY
1061,02702,SAVY
1062,02703,SEBONCOURT
1063,02704,SELENS
1064,02705,LA SELVE
1065,02706,SEPTMONTS
1066,02707,SEPTVAUX
1067,02708,SEQUEHART
1068,02709,SERAIN
1069,02710,SERAUCOURT-LE-GRAND
1070,02711,SERCHES
1071,02712,SERGY
1072,02713,SERINGES-ET-NESLES
1073,02714,SERMOISE
1074,02715,SERVAL
1075,02716,SERVAIS
1076,02717,SÉRY-LÈS-MÉZIÈRES
1077,02718,SILLY-LA-POTERIE
1078,02719,SINCENY
1079,02720,SISSONNE
1080,02721,SISSY
1081,02722,SOISSONS
1082,02723,SOIZE
1083,02724,SOMMELANS
1084,02725,SOMMERON
1085,02726,SOMMETTE-EAUCOURT
1086,02727,SONS-ET-RONCHÈRES
1087,02728,SORBAIS
1088,02729,SOUCY
1089,02730,SOUPIR
1090,02731,LE SOURD
1091,02732,SURFONTAINE
1092,02734,TAILLEFONTAINE
1093,02735,TANNIÈRES
1094,02736,TARTIERS
1095,02737,TAVAUX-ET-PONTSÉRICOURT
1096,02738,TERGNIER
1097,02739,TERNY-SORNY
1098,02740,THENAILLES
1099,02741,THENELLES
1100,02742,THIERNU
1101,02743,LE THUEL
1102,02744,TORCY-EN-VALOIS
1103,02745,TOULIS-ET-ATTENCOURT
1104,02746,TRAVECY
1105,02747,TREFCON
1106,02748,TRÉLOU-SUR-MARNE
1107,02749,TROÃSNES
1108,02750,TROSLY-LOIRE
1109,02751,TRUCY
1110,02752,TUGNY-ET-PONT
1111,02753,TUPIGNY
1112,02754,UGNY-LE-GAY
1113,02755,URCEL
1114,02756,URVILLERS
1115,02757,VADENCOURT
1116,02758,VAILLY-SUR-AISNE
1117,02759,LA VALLÉE-AU-BLÉ
1118,02760,LA VALLÉE-MULÂTRE
1119,02761,VARISCOURT
1120,02762,VASSENS
1121,02763,VASSENY
1122,02764,VASSOGNE
1123,02765,VAUCELLES-ET-BEFFECOURT
1124,02766,VAUDESSON
1125,02767,VAUXREZIS
1126,02768,VAUXAILLON
1127,02769,VAUX-ANDIGNY
1128,02770,VAUXBUIN
1129,02772,VAUX-EN-VERMANDOIS
1130,02773,VAUXTIN
1131,02774,VENDELLES
1132,02775,VENDEUIL
1133,02776,VENDHUILE
1134,02777,VENDIÈRES
1135,02778,VENDRESSE-BEAULNE
1136,02779,VÉNÉROLLES
1137,02780,VENIZEL
1138,02781,VERDILLY
1139,02782,LE VERGUIER
1140,02783,GRAND-VERLY
1141,02784,PETIT-VERLY
1142,02785,VERMAND
1143,02786,VERNEUIL-SOUS-COUCY
1144,02787,VERNEUIL-SUR-SERRE
1145,02788,VERSIGNY
1146,02789,VERVINS
1147,02790,VESLES-ET-CAUMONT
1148,02791,VESLUD
1149,02792,VEUILLY-LA-POTERIE
1150,02793,VÉZAPONIN
1151,02794,VÉZILLY
1152,02795,VIC-SUR-AISNE
1153,02796,VICHEL-NANTEUIL
1154,02797,VIEL-ARCY
1155,02798,VIELS-MAISONS
1156,02799,VIERZY
1157,02800,VIFFORT
1158,02801,VIGNEUX-HOCQUET
1159,02802,LA VILLE-AUX-BOIS-LÈS-DIZY
1160,02803,LA VILLE-AUX-BOIS-LÈS-PONTAVERT
1161,02804,VILLEMONTOIRE
1162,02805,VILLENEUVE-SAINT-GERMAIN
1163,02806,VILLENEUVE-SUR-FÈRE
1164,02807,VILLEQUIER-AUMONT
1165,02808,VILLERET
1166,02809,VILLERS-AGRON-AIGUIZY
1167,02810,VILLERS-COTTERÊTS
1168,02812,VILLERS-HÉLON
1169,02813,VILLERS-LE-SEC
1170,02814,VILLERS-LÈS-GUISE
1171,02815,VILLERS-SAINT-CHRISTOPHE
1172,02816,VILLERS-SUR-FÈRE
1173,02817,VILLE-SAVOYE
1174,02818,VILLIERS-SAINT-DENIS
1175,02819,VINCY-REUIL-ET-MAGNY
1176,02820,VIRY-NOUREUIL
1177,02821,VIVAISE
1178,02822,VIVIÈRES
1179,02823,VOHARIES
1180,02824,VORGES
1181,02826,VOULPAIX
1182,02827,VOYENNE
1183,02828,VREGNY
1184,02829,VUILLERY
1185,02830,WASSIGNY
1186,02831,WATIGNY
1187,02832,WIÈGE-FATY
1188,02833,WIMY
1189,02834,WISSIGNICOURT
1190,03001,ABREST
1191,03002,AGONGES
1192,03003,AINAY-LE-CHÂTEAU
1193,03004,ANDELAROCHE
1194,03005,ARCHIGNAT
1195,03006,ARFEUILLES
1196,03007,ARPHEUILLES-SAINT-PRIEST
1197,03008,ARRONNES
1198,03009,AUBIGNY
1199,03010,AUDES
1200,03011,AUROUÃR
1201,03012,AUTRY-ISSARDS
1202,03013,AVERMES
1203,03014,AVRILLY
1204,03015,BAGNEUX
1205,03016,BARBERIER
1206,03017,BARRAIS-BUSSOLLES
1207,03018,BAYET
1208,03019,BEAULON
1209,03020,BEAUNE-D'ALLIER
1210,03021,BÈGUES
1211,03022,BELLENAVES
1212,03023,BELLERIVE-SUR-ALLIER
1213,03024,BERT
1214,03025,BESSAY-SUR-ALLIER
1215,03026,BESSON
1216,03027,BÉZENET
1217,03028,BILLEZOIS
1218,03029,BILLY
1219,03030,BIOZAT
1220,03031,BIZENEUILLE
1221,03032,BLOMARD
1222,03033,BOST
1223,03034,BOUCÉ
1224,03035,LE BOUCHAUD
1225,03036,BOURBON-L'ARCHAMBAULT
1226,03037,BRAIZE
1227,03038,BRANSAT
1228,03039,BRESNAY
1229,03040,BRESSOLLES
1230,03041,LE BRETHON
1231,03042,LE BREUIL
1232,03043,BROÃT-VERNET
1233,03044,BRUGHEAS
1234,03045,BUSSET
1235,03046,BUXIÈRES-LES-MINES
1236,03047,LA CELLE
1237,03048,CÉRILLY
1238,03049,CESSET
1239,03050,LA CHABANNE
1240,03051,CHAMBÉRAT
1241,03052,CHAMBLET
1242,03053,CHANTELLE
1243,03054,CHAPEAU
1244,03055,LA CHAPELAUDE
1245,03056,LA CHAPELLE
1246,03057,LA CHAPELLE-AUX-CHASSES
1247,03058,CHAPPES
1248,03059,CHAREIL-CINTRAT
1249,03060,CHARMEIL
1250,03061,CHARMES
1251,03062,CHARROUX
1252,03063,CHASSENARD
1253,03064,CHÂTEAU-SUR-ALLIER
1254,03065,CHÂTEL-DE-NEUVRE
1255,03066,CHÂTEL-MONTAGNE
1256,03067,CHÂTELPERRON
1257,03068,CHÂTELUS
1258,03069,CHÂTILLON
1259,03070,CHAVENON
1260,03071,CHAVROCHES
1261,03072,CHAZEMAIS
1262,03073,CHEMILLY
1263,03074,CHEVAGNES
1264,03075,CHEZELLE
1265,03076,CHÉZY
1266,03077,CHIRAT-L'EGLISE
1267,03078,CHOUVIGNY
1268,03079,CINDRÉ
1269,03080,COGNAT-LYONNE
1270,03081,COLOMBIER
1271,03082,COMMENTRY
1272,03083,CONTIGNY
1273,03084,COSNE-D'ALLIER
1274,03085,COULANDON
1275,03086,COULANGES
1276,03087,COULEUVRE
1277,03088,COURÃAIS
1278,03089,COUTANSOUZE
1279,03090,COUZON
1280,03091,CRÉCHY
1281,03092,CRESSANGES
1282,03093,CREUZIER-LE-NEUF
1283,03094,CREUZIER-LE-VIEUX
1284,03095,CUSSET
1285,03096,DENEUILLE-LÈS-CHANTELLE
1286,03097,DENEUILLE-LES-MINES
1287,03098,DÉSERTINES
1288,03099,DEUX-CHAISES
1289,03100,DIOU
1290,03101,DOMÉRAT
1291,03102,DOMPIERRE-SUR-BESBRE
1292,03103,LE DONJON
1293,03104,DOYET
1294,03105,DROITURIER
1295,03106,DURDAT-LAREQUILLE
1296,03107,EBREUIL
1297,03108,ECHASSIÈRES
1298,03109,ESCUROLLES
1299,03110,ESPINASSE-VOZELLE
1300,03111,ESTIVAREILLES
1301,03112,ETROUSSAT
1302,03113,FERRIÈRES-SUR-SICHON
1303,03114,LA FERTÉ-HAUTERIVE
1304,03115,FLEURIEL
1305,03116,FOURILLES
1306,03117,FRANCHESSE
1307,03118,GANNAT
1308,03119,GANNAY-SUR-LOIRE
1309,03120,GARNAT-SUR-ENGIÈVRE
1310,03121,GENNETINES
1311,03122,GIPCY
1312,03124,GOUISE
1313,03125,LA GUILLERMIE
1314,03126,HAUTERIVE
1315,03127,HÉRISSON
1316,03128,HURIEL
1317,03129,HYDS
1318,03130,ISLE-ET-BARDAIS
1319,03131,ISSERPENT
1320,03132,JALIGNY-SUR-BESBRE
1321,03133,JENZAT
1322,03134,LAFÉLINE
1323,03135,LALIZOLLE
1324,03136,LAMAIDS
1325,03137,LANGY
1326,03138,LAPALISSE
1327,03139,LAPRUGNE
1328,03140,LAVAULT-SAINTE-ANNE
1329,03141,LAVOINE
1330,03142,LENAX
1331,03143,LÉTELON
1332,03144,LIERNOLLES
1333,03145,LIGNEROLLES
1334,03146,LIMOISE
1335,03147,LODDES
1336,03148,LORIGES
1337,03149,LOUCHY-MONTFAND
1338,03150,LOUROUX-BOURBONNAIS
1339,03151,LOUROUX-DE-BEAUNE
1340,03152,LOUROUX-DE-BOUBLE
1341,03154,LUNEAU
1342,03155,LURCY-LÉVIS
1343,03156,LUSIGNY
1344,03157,MAGNET
1345,03158,HAUT-BOCAGE
1346,03159,MALICORNE
1347,03160,MARCENAT
1348,03161,MARCILLAT-EN-COMBRAILLE
1349,03162,MARIGNY
1350,03163,MARIOL
1351,03164,LE MAYET-D'ECOLE
1352,03165,LE MAYET-DE-MONTAGNE
1353,03166,MAZERIER
1354,03167,MAZIRAT
1355,03168,MEAULNE-VITRAY
1356,03169,MEILLARD
1357,03170,MEILLERS
1358,03171,MERCY
1359,03172,MESPLES
1360,03173,MOLINET
1361,03174,MOLLES
1362,03175,MONESTIER
1363,03176,MONÉTAY-SUR-ALLIER
1364,03177,MONÉTAY-SUR-LOIRE
1365,03178,MONTAIGUÃT-EN-FOREZ
1366,03179,MONTAIGU-LE-BLIN
1367,03180,MONTBEUGNY
1368,03181,MONTCOMBROUX-LES-MINES
1369,03182,MONTEIGNET-SUR-L'ANDELOT
1370,03183,LE MONTET
1371,03184,MONTILLY
1372,03185,MONTLUÃON
1373,03186,MONTMARAULT
1374,03187,MONTOLDRE
1375,03188,MONTORD
1376,03189,MONTVICQ
1377,03190,MOULINS
1378,03191,MURAT
1379,03192,NADES
1380,03193,NASSIGNY
1381,03194,NAVES
1382,03195,NÉRIS-LES-BAINS
1383,03196,NEUILLY-EN-DONJON
1384,03197,NEUILLY-LE-RÉAL
1385,03198,NEURE
1386,03200,NEUVY
1387,03201,NIZEROLLES
1388,03202,NOYANT-D'ALLIER
1389,03203,PARAY-LE-FRÉSIL
1390,03204,PARAY-SOUS-BRIAILLES
1391,03205,PÉRIGNY
1392,03206,LA PETITE-MARCHE
1393,03207,PIERREFITTE-SUR-LOIRE
1394,03208,LE PIN
1395,03209,POÃZAT
1396,03210,POUZY-MÉSANGY
1397,03211,PRÉMILHAT
1398,03212,QUINSSAINES
1399,03213,REUGNY
1400,03214,ROCLES
1401,03215,RONGÈRES
1402,03216,RONNET
1403,03217,SAINT-ANGEL
1404,03218,SAINT-AUBIN-LE-MONIAL
1405,03219,SAINT-BONNET-DE-FOUR
1406,03220,SAINT-BONNET-DE-ROCHEFORT
1407,03221,SAINT-BONNET-TRONÃAIS
1408,03222,SAINT-CAPRAIS
1409,03223,SAINT-CHRISTOPHE
1410,03224,SAINT-CLÉMENT
1411,03225,SAINT-DÉSIRÉ
1412,03226,SAINT-DIDIER-EN-DONJON
1413,03227,SAINT-DIDIER-LA-FORÊT
1414,03228,SAINT-ELOY-D'ALLIER
1415,03229,SAINT-ENNEMOND
1416,03230,SAINT-ETIENNE-DE-VICQ
1417,03231,SAINT-FARGEOL
1418,03232,SAINT-FÉLIX
1419,03233,SAINT-GENEST
1420,03234,SAINT-GÉRAND-DE-VAUX
1421,03235,SAINT-GÉRAND-LE-PUY
1422,03236,SAINT-GERMAIN-DES-FOSSÉS
1423,03237,SAINT-GERMAIN-DE-SALLES
1424,03238,SAINT-HILAIRE
1425,03239,SAINT-LÉGER-SUR-VOUZANCE
1426,03240,SAINT-LÉON
1427,03241,SAINT-LÉOPARDIN-D'AUGY
1428,03242,SAINT-LOUP
1429,03243,SAINT-MARCEL-EN-MURAT
1430,03244,SAINT-MARCEL-EN-MARCILLAT
1431,03245,SAINT-MARTIN-DES-LAIS
1432,03246,SAINT-MARTINIEN
1433,03247,SAINT-MENOUX
1434,03248,SAINT-NICOLAS-DES-BIEFS
1435,03249,SAINT-PALAIS
1436,03250,SAINT-PIERRE-LAVAL
1437,03251,SAINT-PLAISIR
1438,03252,SAINT-PONT
1439,03253,SAINT-POURÃAIN-SUR-BESBRE
1440,03254,SAINT-POURÃAIN-SUR-SIOULE
1441,03255,SAINT-PRIEST-D'ANDELOT
1442,03256,SAINT-PRIEST-EN-MURAT
1443,03257,SAINT-PRIX
1444,03258,SAINT-RÉMY-EN-ROLLAT
1445,03259,SAINT-SAUVIER
1446,03260,SAINT-SORNIN
1447,03261,SAINTE-THÉRENCE
1448,03262,SAINT-VICTOR
1449,03263,SAINT-VOIR
1450,03264,SAINT-YORRE
1451,03265,SALIGNY-SUR-ROUDON
1452,03266,SANSSAT
1453,03267,SAULCET
1454,03268,SAULZET
1455,03269,SAUVAGNY
1456,03270,SAZERET
1457,03271,SERBANNES
1458,03272,SERVILLY
1459,03273,SEUILLET
1460,03274,SORBIER
1461,03275,SOUVIGNY
1462,03276,SUSSAT
1463,03277,TARGET
1464,03278,TAXAT-SENAT
1465,03279,TEILLET-ARGENTY
1466,03280,TERJAT
1467,03281,LE THEIL
1468,03282,THENEUILLE
1469,03283,THIEL-SUR-ACOLIN
1470,03284,THIONNE
1471,03285,TORTEZAIS
1472,03286,TOULON-SUR-ALLIER
1473,03287,TREBAN
1474,03288,TREIGNAT
1475,03289,TRETEAU
1476,03290,TRÉVOL
1477,03291,TRÉZELLES
1478,03292,TRONGET
1479,03293,URÃAY
1480,03294,USSEL-D'ALLIER
1481,03295,VALIGNAT
1482,03296,VALIGNY
1483,03297,VALLON-EN-SULLY
1484,03298,VARENNES-SUR-ALLIER
1485,03299,VARENNES-SUR-TÈCHE
1486,03300,VAUMAS
1487,03301,VAUX
1488,03302,VEAUCE
1489,03303,VENAS
1490,03304,VENDAT
1491,03305,VERNEIX
1492,03306,LE VERNET
1493,03307,VERNEUIL-EN-BOURBONNAIS
1494,03308,VERNUSSE
1495,03309,LE VEURDRE
1496,03310,VICHY
1497,03311,VICQ
1498,03312,VIEURE
1499,03313,LE VILHAIN
1500,03314,VILLEBRET
1501,03315,VILLEFRANCHE-D'ALLIER
1502,03316,VILLENEUVE-SUR-ALLIER
1503,03317,VIPLAIX
1504,03319,VOUSSAC
1505,03320,YGRANDE
1506,03321,YZEURE
1507,04001,AIGLUN
1508,04004,ALLEMAGNE-EN-PROVENCE
1509,04005,ALLONS
1510,04006,ALLOS
1511,04007,ANGLES
1512,04008,ANNOT
1513,04009,ARCHAIL
1514,04012,AUBENAS-LES-ALPES
1515,04013,AUBIGNOSC
1516,04016,AUTHON
1517,04017,AUZET
1518,04018,BANON
1519,04019,BARCELONNETTE
1520,04020,BARLES
1521,04021,BARRAS
1522,04022,BARRÊME
1523,04023,BAYONS
1524,04024,BEAUJEU
1525,04025,BEAUVEZER
1526,04026,BELLAFFAIRE
1527,04027,BEVONS
1528,04028,BEYNES
1529,04030,BLIEUX
1530,04031,BRAS-D'ASSE
1531,04032,BRAUX
1532,04033,UBAYE-SERRE-PONÃON
1533,04034,LA BRILLANNE
1534,04035,BRUNET
1535,04036,LE BRUSQUET
1536,04037,LE CAIRE
1537,04039,CASTELLANE
1538,04040,LE CASTELLARD-MELAN
1539,04041,LE CASTELLET
1540,04042,CASTELLET-LÈS-SAUSSES
1541,04043,VAL-DE-CHALVAGNE
1542,04045,CÉRESTE
1543,04046,LE CHAFFAUT-SAINT-JURSON
1544,04047,CHAMPTERCIER
1545,04049,CHÂTEAU-ARNOUX-SAINT-AUBAN
1546,04050,CHÂTEAUFORT
1547,04051,CHÂTEAUNEUF-MIRAVAIL
1548,04053,CHÂTEAUNEUF-VAL-SAINT-DONAT
1549,04054,CHÂTEAUREDON
1550,04055,CHAUDON-NORANTE
1551,04057,CLAMENSANE
1552,04058,CLARET
1553,04059,CLUMANC
1554,04061,COLMARS
1555,04062,LA CONDAMINE-CHÂTELARD
1556,04063,CORBIÈRES
1557,04065,CRUIS
1558,04066,CURBANS
1559,04067,CUREL
1560,04068,DAUPHIN
1561,04069,DEMANDOLX
1562,04070,DIGNE-LES-BAINS
1563,04072,DRAIX
1564,04073,ENCHASTRAYES
1565,04074,ENTRAGES
1566,04075,ENTREPIERRES
1567,04076,ENTREVAUX
1568,04077,ENTREVENNES
1569,04079,L'ESCALE
1570,04081,ESPARRON-DE-VERDON
1571,04084,ESTOUBLON
1572,04085,FAUCON-DU-CAIRE
1573,04086,FAUCON-DE-BARCELONNETTE
1574,04087,FONTIENNE
1575,04088,FORCALQUIER
1576,04090,LE FUGERET
1577,04091,GANAGOBIE
1578,04092,LA GARDE
1579,04093,GIGORS
1580,04094,GRÉOUX-LES-BAINS
1581,04095,L'HOSPITALET
1582,04096,JAUSIERS
1583,04097,LA JAVIE
1584,04099,LAMBRUISSE
1585,04101,LARDIERS
1586,04102,LE LAUZET-UBAYE
1587,04104,LIMANS
1588,04106,LURS
1589,04107,MAJASTRES
1590,04108,MALIJAI
1591,04109,MALLEFOUGASSE-AUGÈS
1592,04110,MALLEMOISSON
1593,04111,MANE
1594,04112,MANOSQUE
1595,04113,MARCOUX
1596,04115,MÉAILLES
1597,04116,LES MÉES
1598,04118,MELVE
1599,04120,VAL D'ORONAYE
1600,04121,MÉZEL
1601,04122,MIRABEAU
1602,04123,MISON
1603,04124,MONTAGNAC-MONTPEZAT
1604,04126,MONTCLAR
1605,04127,MONTFORT
1606,04128,MONTFURON
1607,04129,MONTJUSTIN
1608,04130,MONTLAUX
1609,04132,MONTSALIER
1610,04133,MORIEZ
1611,04134,LA MOTTE-DU-CAIRE
1612,04135,MOUSTIERS-SAINTE-MARIE
1613,04136,LA MURE-ARGENS
1614,04137,NIBLES
1615,04138,NIOZELLES
1616,04139,NOYERS-SUR-JABRON
1617,04140,LES OMERGUES
1618,04141,ONGLES
1619,04142,OPPEDETTE
1620,04143,ORAISON
1621,04144,LA PALUD-SUR-VERDON
1622,04145,PEIPIN
1623,04148,PEYROULES
1624,04149,PEYRUIS
1625,04150,PIÉGUT
1626,04151,PIERRERUE
1627,04152,PIERREVERT
1628,04154,PONTIS
1629,04155,PRADS-HAUTE-BLÉONE
1630,04156,PUIMICHEL
1631,04157,PUIMOISSON
1632,04158,QUINSON
1633,04159,REDORTIERS
1634,04160,REILLANNE
1635,04161,MÉOLANS-REVEL
1636,04162,REVEST-DES-BROUSSES
1637,04163,REVEST-DU-BION
1638,04164,REVEST-SAINT-MARTIN
1639,04166,RIEZ
1640,04167,LA ROBINE-SUR-GALABRE
1641,04169,LA ROCHEGIRON
1642,04170,LA ROCHETTE
1643,04171,ROUGON
1644,04172,ROUMOULES
1645,04173,SAINT-ANDRÉ-LES-ALPES
1646,04174,SAINT-BENOÃT
1647,04175,SAINTE-CROIX-À-LAUZE
1648,04176,SAINTE-CROIX-DU-VERDON
1649,04177,HAUTES-DUYES
1650,04178,SAINT-ETIENNE-LES-ORGUES
1651,04179,SAINT-GENIEZ
1652,04180,SAINT-JACQUES
1653,04181,SAINT-JEANNET
1654,04182,SAINT-JULIEN-D'ASSE
1655,04183,SAINT-JULIEN-DU-VERDON
1656,04184,SAINT-JURS
1657,04186,SAINT-LAURENT-DU-VERDON
1658,04187,SAINT-LIONS
1659,04188,SAINT-MAIME
1660,04189,SAINT-MARTIN-DE-BRÔMES
1661,04190,SAINT-MARTIN-LES-EAUX
1662,04191,SAINT-MARTIN-LÈS-SEYNE
1663,04192,SAINT-MICHEL-L'OBSERVATOIRE
1664,04193,SAINT-PAUL-SUR-UBAYE
1665,04194,SAINT-PIERRE
1666,04195,SAINT-PONS
1667,04197,SAINTE-TULLE
1668,04199,SAINT-VINCENT-SUR-JABRON
1669,04200,SALIGNAC
1670,04201,SAUMANE
1671,04202,SAUSSES
1672,04203,SELONNET
1673,04204,SENEZ
1674,04205,SEYNE
1675,04206,SIGONCE
1676,04207,SIGOYER
1677,04208,SIMIANE-LA-ROTONDE
1678,04209,SISTERON
1679,04210,SOLEILHAS
1680,04211,SOURRIBES
1681,04214,TARTONNE
1682,04216,THÈZE
1683,04217,THOARD
1684,04218,THORAME-BASSE
1685,04219,THORAME-HAUTE
1686,04220,LES THUILES
1687,04222,TURRIERS
1688,04224,UBRAYE
1689,04226,UVERNET-FOURS
1690,04227,VACHÈRES
1691,04228,VALAVOIRE
1692,04229,VALBELLE
1693,04230,VALENSOLE
1694,04231,VALERNES
1695,04233,VAUMEILH
1696,04234,VENTEROL
1697,04235,VERDACHES
1698,04236,VERGONS
1699,04237,LE VERNET
1700,04240,VILLARS-COLMARS
1701,04241,VILLEMUS
1702,04242,VILLENEUVE
1703,04244,VOLONNE
1704,04245,VOLX
1705,05001,ABRIÈS-RISTOLAS
1706,05003,AIGUILLES
1707,05004,ANCELLE
1708,05006,L'ARGENTIÈRE-LA-BESSÉE
1709,05007,ARVIEUX
1710,05008,ASPREMONT
1711,05009,ASPRES-LÈS-CORPS
1712,05010,ASPRES-SUR-BUÃCH
1713,05011,AVANÃON
